UTC,Open,High,Low,Close,Volume
02.03.2025 23:00:00.000 UTC,22605.788,22660.388,22601.455,22626.499,0.04128
03.03.2025 00:00:00.000 UTC,22627.355,22674.677,22574.866,22599.188,0.04749
03.03.2025 01:00:00.000 UTC,22598.677,22628.699,22584.299,22628.166,0.03366
03.03.2025 02:00:00.000 UTC,22626.666,22647.799,22614.299,22635.199,0.02508
03.03.2025 03:00:00.000 UTC,22635.699,22637.677,22612.188,22636.677,0.0168
03.03.2025 04:00:00.000 UTC,22638.688,22655.188,22633.799,22650.677,0.01488
03.03.2025 05:00:00.000 UTC,22650.177,22686.655,22644.177,22679.299,0.0252
03.03.2025 06:00:00.000 UTC,22678.677,22720.677,22657.155,22675.299,0.04908
03.03.2025 07:00:00.000 UTC,22678.677,22693.899,22596.799,22633.377,0.25284
03.03.2025 08:00:00.000 UTC,22635.499,22758.377,22525.499,22613.855,0.85512
03.03.2025 09:00:00.000 UTC,22612.999,22818.499,22590.855,22815.877,0.59736
03.03.2025 10:00:00.000 UTC,22817.877,22831.377,22746.399,22802.355,0.30312
03.03.2025 11:00:00.000 UTC,22807.499,22874.899,22782.499,22870.366,0.29016
03.03.2025 12:00:00.000 UTC,22868.499,23185.788,22864.388,23174.277,0.79752
03.03.2025 13:00:00.000 UTC,23175.255,23182.288,23132.277,23172.799,0.47472
03.03.2025 14:00:00.000 UTC,23172.288,23310.299,23166.299,23186.277,0.83868
03.03.2025 15:00:00.000 UTC,23176.777,23230.777,23071.277,23184.755,1.22268
03.03.2025 16:00:00.000 UTC,23186.277,23208.266,23118.799,23171.699,0.86472
03.03.2025 17:00:00.000 UTC,23172.199,23211.655,23147.688,23161.177,0.44592
03.03.2025 18:00:00.000 UTC,23158.188,23165.699,23056.166,23118.699,0.6504
03.03.2025 19:00:00.000 UTC,23117.655,23157.699,23031.155,23035.177,0.54168
03.03.2025 20:00:00.000 UTC,23036.688,23039.277,22913.699,23024.788,0.78504
03.03.2025 21:00:00.000 UTC,23025.299,23055.688,23025.299,23048.399,0.027255
03.03.2025 23:00:00.000 UTC,23059.199,23090.699,23020.388,23031.266,0.03534
04.03.2025 00:00:00.000 UTC,23032.288,23052.199,22961.077,23008.077,0.041445
04.03.2025 01:00:00.000 UTC,22988.566,23010.199,22935.566,22941.099,0.0486
04.03.2025 02:00:00.000 UTC,22940.599,22987.055,22939.055,22972.588,0.03594
04.03.2025 03:00:00.000 UTC,22973.566,22992.577,22959.066,22981.077,0.0288
04.03.2025 04:00:00.000 UTC,22980.599,22999.566,22953.577,22962.555,0.0255
04.03.2025 05:00:00.000 UTC,22966.055,23042.066,22941.077,23028.588,0.04818
04.03.2025 06:00:00.000 UTC,23028.099,23038.588,22986.577,23019.099,0.03792
04.03.2025 07:00:00.000 UTC,23023.599,23024.188,22901.699,22916.288,0.39354
04.03.2025 08:00:00.000 UTC,22912.788,22931.399,22718.266,22753.399,1.05444
04.03.2025 09:00:00.000 UTC,22752.299,22790.399,22679.755,22715.355,0.69768
04.03.2025 10:00:00.000 UTC,22714.366,22721.877,22618.855,22665.877,0.80436
04.03.2025 11:00:00.000 UTC,22665.499,22691.888,22606.499,22618.377,0.57588
04.03.2025 12:00:00.000 UTC,22620.866,22626.899,22548.388,22555.499,0.68304
04.03.2025 13:00:00.000 UTC,22556.377,22570.877,22434.366,22436.388,0.80616
04.03.2025 14:00:00.000 UTC,22434.899,22543.888,22412.855,22420.866,1.4106
04.03.2025 15:00:00.000 UTC,22419.366,22437.899,22317.388,22385.499,1.63704
04.03.2025 16:00:00.000 UTC,22386.388,22430.277,22313.355,22422.788,1.16532
