UTC,Open,High,Low,Close,Volume
01.03.2024 10:00:00.000 UTC,17781.712,17781.712,17709.266,17727.277,0.598704
01.03.2024 11:00:00.000 UTC,17727.788,17789.399,17727.288,17784.755,0.34434
01.03.2024 12:00:00.000 UTC,17783.755,17787.755,17744.288,17767.899,0.81558
01.03.2024 13:00:00.000 UTC,17767.255,17772.777,17745.255,17746.299,1.1331
01.03.2024 14:00:00.000 UTC,17747.299,17762.788,17687.266,17696.799,1.90323
01.03.2024 15:00:00.000 UTC,17706.299,17760.266,17693.777,17754.788,2.01633
01.03.2024 16:00:00.000 UTC,17755.288,17755.399,17728.277,17734.155,1.09494
01.03.2024 17:00:00.000 UTC,17734.688,17745.299,17723.655,17731.155,0.72117
01.03.2024 18:00:00.000 UTC,17730.677,17747.199,17724.655,17742.699,0.65997
01.03.2024 19:00:00.000 UTC,17743.666,17749.699,17734.677,17744.688,0.52758
01.03.2024 20:00:00.000 UTC,17743.655,17753.299,17738.299,17746.277,0.79074
01.03.2024 21:00:00.000 UTC,17746.899,17747.288,17746.899,17747.255,0.00135
03.03.2024 23:00:00.000 UTC,17744.066,17758.955,17738.655,17742.999,0.00722
04.03.2024 00:00:00.000 UTC,17743.899,17756.599,17733.488,17751.699,0.00792
04.03.2024 01:00:00.000 UTC,17752.599,17760.566,17749.077,17752.199,0.03579
04.03.2024 02:00:00.000 UTC,17751.599,17764.577,17746.566,17762.099,0.04257
04.03.2024 03:00:00.000 UTC,17761.699,17762.088,17750.599,17754.566,0.04179
04.03.2024 04:00:00.000 UTC,17755.199,17759.699,17751.588,17754.555,0.03672
04.03.2024 05:00:00.000 UTC,17754.088,17756.066,17746.055,17750.055,0.02547
04.03.2024 06:00:00.000 UTC,17749.088,17759.599,17740.555,17749.088,0.03105
04.03.2024 07:00:00.000 UTC,17750.199,17753.188,17725.155,17737.788,0.14112
04.03.2024 08:00:00.000 UTC,17738.766,17746.788,17712.277,17728.277,0.5352
04.03.2024 09:00:00.000 UTC,17728.788,17756.799,17728.788,17737.755,0.3303
04.03.2024 10:00:00.000 UTC,17738.266,17749.399,17723.755,17727.755,0.31266
04.03.2024 11:00:00.000 UTC,17727.255,17727.255,17700.755,17720.755,0.30986
04.03.2024 12:00:00.000 UTC,17721.399,17749.399,17716.766,17734.266,0.64386
04.03.2024 13:00:00.000 UTC,17733.777,17743.899,17718.755,17719.766,0.70362
04.03.2024 14:00:00.000 UTC,17720.899,17721.799,17687.755,17696.788,1.1655
04.03.2024 15:00:00.000 UTC,17697.266,17708.899,17683.755,17708.899,0.98334
04.03.2024 16:00:00.000 UTC,17709.299,17725.177,17707.155,17712.177,0.74835
04.03.2024 17:00:00.000 UTC,17711.677,17721.199,17706.155,17714.299,0.56286
04.03.2024 18:00:00.000 UTC,17715.155,17715.655,17695.666,17709.177,0.43659
04.03.2024 19:00:00.000 UTC,17708.177,17728.655,17693.166,17721.177,0.52623
04.03.2024 20:00:00.000 UTC,17720.177,17723.299,17700.155,17701.755,0.74205
04.03.2024 21:00:00.000 UTC,17701.753,17702.999,17687.177,17688.088,0.02591
04.03.2024 23:00:00.000 UTC,17685.266,17691.688,17670.899,17671.699,0.00756
05.03.2024 00:00:00.000 UTC,17671.697,17698.755,17668.166,17683.588,0.00331
05.03.2024 01:00:00.000 UTC,17684.088,17686.055,17668.599,17678.699,0.02801
05.03.2024 02:00:00.000 UTC,17679.099,17679.599,17668.566,17670.555,0.02106
05.03.2024 03:00:00.000 UTC,17671.199,17679.077,17670.055,17677.588,0.01074
05.03.2024 04:00:00.000 UTC,17678.088,17678.566,17671.577,17676.566,0.01053
05.03.2024 05:00:00.000 UTC,17676.066,17677.077,17657.577,17659.088,0.01773
05.03.2024 06:00:00.000 UTC,17658.577,17664.055,17633.066,17640.699,0.04068
05.03.2024 07:00:00.000 UTC,17641.197,17678.766,17637.177,17677.255,0.15993
05.03.2024 08:00:00.000 UTC,17676.899,17691.399,17641.777,17645.755,0.65988
05.03.2024 09:00:00.000 UTC,17646.288,17677.399,17642.255,17671.255,0.41208
05.03.2024 10:00:00.000 UTC,17672.288,17700.299,17668.255,17689.766,0.2457
05.03.2024 11:00:00.000 UTC,17690.399,17712.299,17690.399,17697.777,0.20934
05.03.2024 12:00:00.000 UTC,17698.299,17716.755,17692.266,17693.899,0.55287
05.03.2024 13:00:00.000 UTC,17693.299,17718.399,17691.277,17710.266,0.78021
05.03.2024 14:00:00.000 UTC,17711.399,17737.399,17697.277,17728.399,1.29987
